text,intent
Gedung mana yang digunakan untuk mata kuliah [Pengolahan Bahasa Alami](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Sistem Pemberi Rekomendasi](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Big Data dan AI](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Sistem Keamanan Cerdas](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Visualisasi Data](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Desain Interaksi](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Analisis Jejaring Sosial](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Visi Komputer](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Forensik Digital](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Verifikasi dan Validasi Perangkat Lunak](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Process Mining](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Generative AI](MATKUL)?,get_ruangan
Gedung mana yang digunakan untuk mata kuliah [Komputasi Paralel](MATKUL)?,get_ruangan
Siapa dosen pengampu resmi untuk kelas [Computing Project](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Kerja Praktik](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Tugas Akhir](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Swarm and Evolutionary Computation](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Representasi Pengetahuan](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Sistem Multi Agen](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [IoT dengan Kemampuan Cerdas](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Pengolahan Citra Digital](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Pengolahan Bahasa Alami](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Sistem Pemberi Rekomendasi](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Big Data dan AI](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Sistem Keamanan Cerdas](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Visualisasi Data](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Desain Interaksi](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Analisis Jejaring Sosial](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Visi Komputer](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Forensik Digital](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Verifikasi dan Validasi Perangkat Lunak](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Process Mining](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Generative AI](MATKUL)?,get_info_dosen
Siapa dosen pengampu resmi untuk kelas [Komputasi Paralel](MATKUL)?,get_info_dosen
Tolong cek apakah ada PR dari [Computing Project](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Kerja Praktik](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Tugas Akhir](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Swarm and Evolutionary Computation](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Representasi Pengetahuan](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Sistem Multi Agen](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [IoT dengan Kemampuan Cerdas](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Pengolahan Citra Digital](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Pengolahan Bahasa Alami](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Sistem Pemberi Rekomendasi](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Big Data dan AI](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Sistem Keamanan Cerdas](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Visualisasi Data](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Desain Interaksi](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Analisis Jejaring Sosial](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Visi Komputer](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Forensik Digital](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Verifikasi dan Validasi Perangkat Lunak](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Process Mining](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Generative AI](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong cek apakah ada PR dari [Komputasi Paralel](MATKUL) untuk hari ini.,get_tugas_untuk_mata_kuliah
Tolong tampilkan jadwal kuliah di hari [hari senin](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari selasa](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari rabu](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari kamis](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari jumat](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari sabtu](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari minggu](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [hari ini](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [besok](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [lusa](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [minggu ini](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [minggu depan](WAKTU).,get_jadwal
Tolong tampilkan jadwal kuliah di hari [kemarin](WAKTU).,get_jadwal
Kelas [Computing Project](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Kerja Praktik](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Tugas Akhir](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Swarm and Evolutionary Computation](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Representasi Pengetahuan](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Sistem Multi Agen](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [IoT dengan Kemampuan Cerdas](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Pengolahan Citra Digital](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Pengolahan Bahasa Alami](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Sistem Pemberi Rekomendasi](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Big Data dan AI](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Sistem Keamanan Cerdas](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Visualisasi Data](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Desain Interaksi](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Analisis Jejaring Sosial](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Visi Komputer](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Forensik Digital](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Verifikasi dan Validasi Perangkat Lunak](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Process Mining](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Generative AI](MATKUL) berada di lantai berapa?,get_ruangan
Kelas [Komputasi Paralel](MATKUL) berada di lantai berapa?,get_ruangan
Ada tugas apa saja untuk [Computing Project](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Kerja Praktik](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Tugas Akhir](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Swarm and Evolutionary Computation](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Representasi Pengetahuan](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Sistem Multi Agen](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [IoT dengan Kemampuan Cerdas](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Pengolahan Citra Digital](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Pengolahan Bahasa Alami](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Sistem Pemberi Rekomendasi](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Big Data dan AI](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Sistem Keamanan Cerdas](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Visualisasi Data](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Desain Interaksi](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Analisis Jejaring Sosial](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Visi Komputer](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Forensik Digital](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Verifikasi dan Validasi Perangkat Lunak](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Process Mining](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Generative AI](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Ada tugas apa saja untuk [Komputasi Paralel](MATKUL) minggu ini?,get_tugas_untuk_mata_kuliah
Apakah ada kelas pagi atau siang pada [hari senin](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari selasa](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari rabu](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari kamis](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari jumat](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari sabtu](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari minggu](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [hari ini](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [besok](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [lusa](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [minggu ini](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [minggu depan](WAKTU)?,get_jadwal
Apakah ada kelas pagi atau siang pada [kemarin](WAKTU)?,get_jadwal
Bisa cek ruang kuliah untuk [Computing Project](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Kerja Praktik](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Tugas Akhir](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Swarm and Evolutionary Computation](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Representasi Pengetahuan](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Sistem Multi Agen](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [IoT dengan Kemampuan Cerdas](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Pengolahan Citra Digital](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Pengolahan Bahasa Alami](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Sistem Pemberi Rekomendasi](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Big Data dan AI](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Sistem Keamanan Cerdas](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Visualisasi Data](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Desain Interaksi](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Analisis Jejaring Sosial](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Visi Komputer](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Forensik Digital](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Verifikasi dan Validasi Perangkat Lunak](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Process Mining](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Generative AI](MATKUL)?,get_ruangan
Bisa cek ruang kuliah untuk [Komputasi Paralel](MATKUL)?,get_ruangan
Dosen mana yang mengajar [Computing Project](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Kerja Praktik](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Tugas Akhir](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Swarm and Evolutionary Computation](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Representasi Pengetahuan](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Sistem Multi Agen](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [IoT dengan Kemampuan Cerdas](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Pengolahan Citra Digital](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Pengolahan Bahasa Alami](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Sistem Pemberi Rekomendasi](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Big Data dan AI](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Sistem Keamanan Cerdas](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Visualisasi Data](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Desain Interaksi](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Analisis Jejaring Sosial](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Visi Komputer](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Forensik Digital](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Verifikasi dan Validasi Perangkat Lunak](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Process Mining](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Generative AI](MATKUL) hari ini?,get_info_dosen
Dosen mana yang mengajar [Komputasi Paralel](MATKUL) hari ini?,get_info_dosen
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [besok](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [lusa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [minggu ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [minggu depan](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Computing Project](MATKUL) untuk [kemarin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [besok](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [lusa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [minggu ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [minggu depan](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Kerja Praktik](MATKUL) untuk [kemarin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [besok](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [lusa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [minggu ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [minggu depan](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Tugas Akhir](MATKUL) untuk [kemarin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [besok](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [lusa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [minggu ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [minggu depan](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Swarm and Evolutionary Computation](MATKUL) untuk [kemarin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [besok](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [lusa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [minggu ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [minggu depan](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Representasi Pengetahuan](MATKUL) untuk [kemarin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [besok](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [lusa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [minggu ini](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [minggu depan](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [Sistem Multi Agen](MATKUL) untuk [kemarin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari senin](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari selasa](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari rabu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari kamis](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari jumat](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari sabtu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari minggu](WAKTU)?,get_tugas_untuk_mata_kuliah
Apakah ada tugas tambahan dari kelas [IoT dengan Kemampuan Cerdas](MATKUL) untuk [hari ini](WAKTU)?,get_tugas_untuk_mata_kuliah
